	organism_name	taxid
100450	Diaphorobacter sp. LR2014-1	1933219
100455	Lactobacillus bombicola	1505723
100456	Lactobacillus sp. 2-3	2024898
100458	Paraburkholderia eburnea	1189126
100459	Bosea sp. 1131	1871628
100460	Methylobacterium sp. V23	2044878
100493	Flavobacterium croceum DSM 17960	1121886
100495	Roseovarius confluentis	1852027
100531	Escherichia sp. ESNIH1	1985876
100532	Enterobacter cloacae complex sp. ECNIH8	2080663
100533	Enterobacter cloacae complex sp. ECNIH14	2080664
100535	Enterobacter cloacae complex sp. ECNIH17	2080668
100537	Citrobacter freundii complex sp. CFNIH6	2080670
100538	Citrobacter freundii complex sp. CFNIH7	2080669
100539	Citrobacter freundii complex sp. CFNIH8	2080672
100540	Citrobacter freundii complex sp. CFNIH12	2080752
100543	Serratia sp. SSNIH4	1920112
100544	Acinetobacter sp. ACNIH3	1985874
100545	Pantoea sp. PSNIH5	1758192
100546	Pantoea sp. PSNIH4	1758191
100547	Leclercia sp. LSNIH7	1920120
100552	Leclercia sp. LSNIH6	1920119
100553	Leclercia sp. LSNIH5	1920118
100559	Enterobacter cloacae complex sp. ECNIH13	2080659
100560	Enterobacter cloacae complex sp. ECNIH12	2080660
100561	Enterobacter cloacae complex sp. ECNIH16	2080661
100562	Enterobacter cloacae complex sp. ECNIH11	2080662
100563	Enterobacter cloacae complex sp. ECNIH10	2080666
100564	Enterobacter cloacae complex sp. ECNIH15	2080665
100565	Enterobacter cloacae complex sp. ECNIH9	2080667
100566	Citrobacter freundii complex sp. CFNIH5	2080671
100567	Citrobacter freundii complex sp. CFNIH11	2066047
100568	Aeromonas sp. ASNIH6	1758188
100569	Aeromonas sp. ASNIH8	1920113
100570	Acinetobacter sp. ACNIH4	1985875
100571	Acinetobacter calcoaceticus/baumannii complex sp. ABNIH27	2080673
100575	Serratia sp. SSNIH5	1920121
100576	Serratia sp. SSNIH3	1920111
100578	Serratia sp. SSNIH2	2080493
100579	Pantoea sp. PSNIH6	2080494
100580	Leclercia sp. LSNIH8	1920136
100581	Leclercia sp. LSNIH2	1920115
100582	Leclercia sp. LSNIH4	1920117
100595	Streptomyces sp. Ru71	2080746
100596	Microbacterium sp. Ru50	2080744
100597	Streptomyces sp. Ru73	2080748
100598	Bacillus sp. Ru63	2080743
100599	Streptomyces sp. Ru62	2080745
100600	Streptomyces sp. Ru72	2080747
100613	Flavobacterium alvei	2080416
100614	Solitalea longa	2079460
100617	Xanthomonas citri pv. mangiferaeindicae	454594
100624	Avibacterium gallinarum	755
100625	Avibacterium endocarditidis	380674
100628	Candidatus Pectobacterium maceratum	2163650
100634	Pantoea sp. PSNIH3	1758190
100644	Oryzias melastigma	30732
100645	Tetragenococcus halophilus subsp. flandriensis	1513898
100647	Lelliottia aquatilis	2080838
100651	Lelliottia sp. 7254-16	2080842
100701	Aquimarina sp. I32.4	2053903
100705	Chromobacterium sp. MWU14-2602	2073169
100712	Petrotoga sp. SL27	1445612
100713	Petrotoga halophila DSM 16923	1122953
100714	Petrotoga sibirica DSM 13575	1122956
100724	Roseovarius nitratireducens	2044597
100730	Terrapene mexicana triunguis	1415176
100731	Jeotgalibacillus sp. 22-7	2082395
100734	Micromonospora chalcea	1874
100773	Paraburkholderia endofungorum	417203
100784	Arthrobacter pityocampae	547334
100786	Campylobacter hyointestinalis subsp. hyointestinalis	91352
100802	Albidovulum inexpectatum	196587
100834	Proteobacteria bacterium 228	2083153
100835	Pantoea sp. ICBG 1758	2071682
100836	Pantoea sp. ICBG 828	2071684
100837	Pantoea sp. ICBG 985	2071683
100846	Arthrobacter sp. ZGTC412	2058900
100847	Pseudomonas kunmingensis	1211807
100848	Arthrobacter sp. ZGTC212	2058899
100849	Arthrobacter sp. ZGTC131	2058898
100850	Arthrobacter sp. SX1312	2058896
100851	Arthrobacter sp. GMC3	2058894
100852	Arthrobacter sp. Y81	2058897
100853	Arthrobacter sp. B0490	2058891
100854	Arthrobacter sp. DWC3	2058893
100855	Arthrobacter sp. 9E18	2058889
100856	Arthrobacter sp. 9E06	2058890
100857	Arthrobacter sp. 9E16	2058888
100858	Arthrobacter sp. 08Y14	2058885
100859	Arthrobacter sp. 9E14	2058887
100860	Cryobacterium sp. Y82	2045017
100861	Cryobacterium sp. Y57	2048287
100862	Cryobacterium sp. Y11	2045016
100863	Cryobacterium sp. N22	2048290
100864	Cryobacterium sp. N21	2048289
100865	Cryobacterium sp. N19	2048288
100866	Cryobacterium sp. M91	2048294
100867	Cryobacterium sp. M25	2048293
100868	Cryobacterium sp. M23	2048292
100869	Cryobacterium sp. M15	2048291
100870	Arthrobacter sp. N199823	2058895
100871	Cryobacterium mesophilum	433647
100872	Arthrobacter sp. B1805	2058892
100873	Arthrobacter sp. 4R501	2058886
100874	Cryobacterium sp. Y62	2048284
100875	Cryobacterium sp. Y50	2048286
100876	Cryobacterium sp. Y29	2048285
100877	Cryobacterium sp. M96	2048295
100888	Nocardioides sp. 616	2268090
100890	Halomonas saliphila	1848458
100891	Coxiella endosymbiont of Rhipicephalus microplus	1656186
100892	Mesoplasma corruscae	216874
100893	Entomoplasma ellychniae	2114
100894	Entomoplasma lucivorax	209274
100895	Holospora curviuscula	1082868
100908	Zhizhongheella caldifontis	1452508
100909	Kaistia algarum	2083279
100910	Solimonas fluminis	2086571
100919	Rathayibacter rathayi	33887
100920	Rathayibacter sp. AY1A7	2080524
100921	Rathayibacter sp. AY1A5	2080523
100922	Rathayibacter sp. AY1F2	2080557
100924	Rathayibacter sp. AY1A2	2080520
100925	Rathayibacter sp. AY1A4	2080522
100926	Rathayibacter sp. AY1A3	2080521
100928	Rathayibacter sp. AY1A1	2080519
100930	Pseudoclavibacter sp. AY1H1	2080584
100931	Pseudoclavibacter sp. AY1F1	2080583
100933	Rathayibacter sp. AY1E6	2080554
100937	Rathayibacter sp. AY1C2	2080535
100938	Pseudoclavibacter sp. Z016	2080581
100939	Subtercola sp. Z020	2080582
100943	Rathayibacter sp. AY2B1	2080568
100945	Pseudoclavibacter sp. RFBJ5	2080580
100946	Pseudoclavibacter sp. RFBJ3	2080579
100947	Pseudoclavibacter sp. RFBI5	2080578
100948	Rathayibacter sp. AY1E8	2080555
100949	Pseudoclavibacter sp. RFBI4	2080577
100950	Pseudoclavibacter sp. RFBH5	2080576
100953	Pseudoclavibacter sp. RFBG4	2080575
100954	Rathayibacter sp. AY1C6	2080539
100955	Pseudoclavibacter sp. RFBB5	2080574
100956	Pseudoclavibacter sp. RFBA6	2080573
100957	Rathayibacter sp. AY2B9	2080572
100959	Rathayibacter sp. AY2B7	2080571
100960	Rathayibacter sp. AY2B5	2080570
100962	Rathayibacter sp. AY1E9	2080556
100963	Rathayibacter sp. AY1C5	2080538
100965	Rathayibacter sp. AY2B3	2080569
100966	Rathayibacter sp. AY1F4	2080559
100969	Rathayibacter sp. AY1E5	2080553
100971	Rathayibacter sp. AY1C7	2080540
100976	Rathayibacter sp. AY1F3	2080558
100977	Rathayibacter sp. AY1H2	2080566
100978	Rathayibacter sp. AY1H3	2080567
100979	Rathayibacter sp. AY1F6	2080560
100980	Rathayibacter sp. AY1G9	2080565
100982	Rathayibacter sp. AY1G1	2080564
100983	Rathayibacter sp. AY1C1	2080534
100985	Rathayibacter sp. AY1F9	2080563
100986	Rathayibacter sp. AY1F8	2080562
100987	Rathayibacter sp. AY1C4	2080537
100988	Rathayibacter sp. AY1F7	2080561
100989	Rathayibacter sp. AY1E3	2080551
100990	Rathayibacter sp. AY1E4	2080552
100991	Rathayibacter sp. AY1C3	2080536
100993	Rathayibacter sp. AY1C9	2080541
100994	Rathayibacter sp. AY1E2	2080550
100995	Rathayibacter sp. AY1E1	2080549
100997	Rathayibacter sp. AY1D9	2080548
100999	Rathayibacter sp. AY1D7	2080547
101003	Rathayibacter sp. AY1D5	2080546
101005	Rathayibacter sp. AY1D4	2080545
101007	Rathayibacter sp. AY1D3	2080544
101009	Rathayibacter sp. AY1D1	2080542
101012	Rathayibacter sp. AY1D2	2080543
101014	Rathayibacter sp. AY1B7	2080532
101015	Rathayibacter sp. AY1B6	2080531
101016	Rathayibacter sp. AY1B8	2080533
101017	Rathayibacter sp. AY1B5	2080530
101018	Rathayibacter sp. AY1B4	2080529
101019	Rathayibacter sp. AY1B1	2080528
101020	Rathayibacter sp. TRS19	2080526
101023	Rathayibacter sp. RFBD1	2080527
101026	Rathayibacter iranicus	59737
101041	Marinobacter sp. N4	2055143
101042	Marinobacter flavimaris	262076
101043	Yoonia maritima	1435347
101044	Schlegelella thermodepolymerans	215580
101045	Nocardia cyriacigeorgica	135487
101046	Nocardia nova	37330
101053	Pseudoxanthomonas sp. KAs_5_3	2067658
101054	Rhizobium sp. KAs_5_22	2067668
101055	Candidatus Gastranaerophilus sp. (ex Termes propinquus)	2029980
101057	Prevotella sp. MGM1	2033405
101059	Sphingobacterium sp. HMA12	2050894
101060	Microcystis aeruginosa NIES-87	449440
101061	Vibrio penaeicida	104609
101062	Desulfocucumis palustris	1898651
101063	Prevotella sp. MGM2	2033406
101064	Cuspidothrix issatschenkoi CHARLIE-1	2052836
101066	Vibrio gangliei	2077090
101075	Clostridium algidicarnis DSM 15099	1121295
101076	Actinokineospora auranticolor	155976
101077	Aeromonas sp. ASNIH1	1636606
101078	Marinobacter persicus	930118
101080	Pseudomonas sp. PONIH3	1636610
101081	Methylobacter tundripaludum	173365
101083	Arthrobacter sp. B3	391303
101084	Aeromonas sp. ASNIH4	1636609
101085	Nonlabens xylanidelens	191564
101088	Citrobacter freundii complex sp. CFNIH4	2077148
101091	Bacteroides xylanolyticus	384636
101092	Citrobacter sp. CFNIH10	1920110
101093	Lewinella xylanilytica	1514080
101094	Kineococcus xinjiangensis	512762
101095	Parapedobacter indicus	1477437
101096	Pseudomonas sp. AP3_16	2011015
101097	Pseudomonas bohemica	2044872
101098	Acinetobacter sp. ACNIH1	1636603
101103	Aeromonas sp. ASNIH2	1636607
101110	Acinetobacter sp. ACNIH2	1758189
101115	Serratia sp. SSNIH1	1758196
101117	Leclercia sp. LSNIH3	1920116
101208	Oceanisphaera arctica	641510
101209	Bradyrhizobium sp. AC87j1	2055894
101210	Microterricola pindariensis	478010
101211	Paracoccus denitrificans	266
101213	Rhodoblastus sphagnicola	333368
101215	Rhodopila globiformis	1071
101216	Rhodoblastus acidophilus	1074
101220	Blastococcus atacamensis	2070508
101221	Blastococcus saxobsidens	138336
101244	Brachyspira murdochii	84378
101245	Vanessa tameamea	334116
101250	Enterobacter sp. WCHECl1597	2071710
101253	Chroococcidiopsis sp. TS-821	1378066
101254	Thermobifida fusca	2021
101255	Streptomyces sp. MH60	1940758
101256	Pseudomonas sp. BRM28	2045201
101268	Xanthomonas euvesicatoria pv. citrumelonis	189396
101269	Xanthomonas bromi	56449
101270	Xanthomonas codiaei	56463
101273	Xanthomonas arboricola pv. corylina	487821
101274	Xanthomonas dyei	743699
101275	Xanthomonas cucurbitae	56453
101276	Xanthomonas hyacinthi	56455
101278	Xanthomonas arboricola pv. populi	487823
101280	Xanthomonas cynarae	109214
101281	Xanthomonas hortorum pv. hederae	453603
101282	Xanthomonas melonis	56456
101283	Xanthomonas pisi	56457
101287	Xanthomonas arboricola pv. guizotiae	487867
101289	Xanthomonas sp. CFBP 7912	1891621
101308	Xanthomonas arboricola pv. arracaciae	487851
101310	Xanthomonas arboricola pv. zantedeschiae	92827
101311	Xanthomonas axonopodis pv. begoniae	473403
101314	Streptomyces sp. 46	1777322
101316	Hanstruepera crassostreae	2071625
101321	Desmodus rotundus	9430
101322	Lactobacillus pontis	35787
101324	Staphylococcus sp. UMB0328	2029110
101326	Streptomyces sp. QL37	2093747
101328	Enterobacter sp. RC4	1495129
101444	Perlucidibaca sp. HR-E	2094561
101445	Siphonobacter curvatus	2094562
101446	Rhodoferax sp. TS-BS-61-7	2094194
101447	Limnohabitans sp. TS-CS-82	2094193
101448	Ochrobactrum oryzae	335286
101449	Kitasatospora sp. MMS16-BH015	2018025
101451	Marinicaulis flavus	2058213
101452	Chryseobacterium shigense	297244
101453	Chryseobacterium piscicola	551459
101455	Polaribacter filamentus	53483
101457	Aureitalea marina	930804
101464	Streptomyces sp. WAC00288	2094021
101485	Rhizobium sp. NXC24	2048897
101534	Methanococcus maripaludis	39152
101583	Mycobacterium sp. EPG1	2064767
101584	Bacillaceae bacterium EAG3	2064768
101591	Acinetobacter sp. SWBY1	2079596
101600	Streptomyces dengpaensis	2049881
101654	Pseudomonas sp. SWI44	2083053
101657	Pseudomonas sp. SWI6	2083051
101664	Pseudomonas sp. SWI36	2083052
101713	Devosia sp. I507	2083786
101728	Nostoc sp. 'Peltigera membranacea cyanobiont' N6	1261031
101729	Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'	1618022
101730	Pseudomonas sp. LH1G9	2083055
101731	Pseudomonas sp. LG1D9	2083054
101740	Pontimonas salivibrio	1159327
101746	Weissella koreensis	165096
101788	Rahnella sp. ERMR1:05	1805933
101796	Vitreoscilla sp. C1	96942
101801	Desulfobulbus sp. ORNL	1986146
101807	Porphyrobacter HT-58-2	2023229
101810	Erwinia pyrifoliae	79967
101830	Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20	2056494
101831	archaeon AArc-Sl	2055893
101846	Pseudomonas sp. XWY-1	2069256
101847	Sphingobium sp. SCG-1	2072936
101848	Sphingopyxis sp. MG	1866325
101849	Mixta gaviniae	665914
101859	Deinococcus sp. NW-56	2080419
101867	Pseudomonas palleroniana	191390
101870	Streptococcus pluranimalium	82348
101879	Arthrobacter sp. PGP41	2079227
101890	Arthrobacter ruber	1258893
101891	Cryobacterium aureum	995037
101892	Flavipsychrobacter stenotrophus	2077091
101895	Aureicoccus marinus	754435
101897	Nonlabens tegetincola	323273
101898	Tenacibaculum sp. SG-28	754426
101899	Salinibacter sp. 10B	1923971
101900	Rhodococcus sp. SAORIC-690	1923970
101901	Rubritalea profundi	1658618
101905	Psychrosphaera saromensis	716813
101907	Vibrio chagasii	170679
101908	Polaribacter butkevichii	218490
101910	Polaribacter gangjinensis	574710
101911	Polaribacter glomeratus	102
101912	Polaribacter porphyrae	1137780
101913	Aliivibrio sifiae	566293
101916	Nonlabens arenilitoris	1217969
101917	Streptomyces geranii	2058923
101918	Chromatium okenii	61644
101945	Veillonella sp. T11011-6	2027459
101946	Veillonella rogosae JCM 15642	1298595
101947	Veillonella sp. S13054-11	2027458
101948	Veillonella sp. T34266-5	2027457
101949	Veillonella sp. S13053-19	2027456
101950	Veillonella denticariosi JCM 15641	1298594
101951	Veillonella sp. T14073-2	1911680
101952	Veillonella infantium	1911679
101955	Burkholderia sp. BE12	2082394
101956	Microbulbifer pacificus	407164
102174	Pseudoalteromonas sp. T1lg10	2077093
102176	Vallitalea sp. S15	2078660
102177	Pseudoalteromonas sp. T1lg21	2077095
102178	Pseudoalteromonas sp. T1lg22	2077096
102179	Pseudoalteromonas sp. T1lg23B	2077097
102180	Pseudoalteromonas sp. T1lg75	2077102
102181	Pseudoalteromonas sp. T1lg76	2077103
102182	Pseudoalteromonas sp. T1lg24	2077099
102183	Pseudoalteromonas sp. T1lg88	2077104
102184	Pseudoalteromonas sp. T1lg48	2077100
102185	Pseudoalteromonas sp. T1lg122	2077094
102186	Thermus tenuipuniceus	2078690
102187	Gloeocapsopsis sp. AAB1 = 1H9	1433147
102190	Apibacter sp. wkB309	1679467
102192	Apibacter adventoris	1679466
102194	Escherichia sp. MOD1-EC7011	2093901
102196	Escherichia sp. MOD1-EC6300	2093897
102197	Escherichia sp. MOD1-EC7003	2093900
102198	Escherichia sp. MOD1-EC6158	2093894
102199	Escherichia sp. MOD1-EC6157	2093893
102200	Escherichia sp. MOD1-EC6162	2093895
102201	Escherichia sp. MOD1-EC6154	2093892
102203	Escherichia sp. MOD1-EC6149	2093889
102204	Escherichia sp. MOD1-EC6144	2093887
102205	Escherichia sp. MOD1-EC6099	2093885
102206	Escherichia sp. MOD1-EC6021	2093881
102207	Escherichia sp. MOD1-EC6097	2093883
102208	Escherichia sp. MOD1-EC5990	2093880
102209	Escherichia sp. MOD1-EC5949	2093878
102211	Escherichia sp. MOD1-EC5950	2093879
102212	Escherichia sp. MOD1-EC5948	2093877
102214	Escherichia sp. MOD1-EC5462	2093875
102215	Escherichia sp. MOD1-EC5449	2093872
102216	Escherichia sp. MOD1-EC5457	2093874
102217	Escherichia sp. MOD1-EC5438	2093871
102218	Escherichia sp. MOD1-EC5350	2093866
102219	Escherichia sp. MOD1-EC5287	2093865
102220	Escherichia sp. MOD1-EC5427	2093868
102222	Escherichia sp. MOD1-EC4560	2093862
102223	Escherichia sp. MOD1-EC2449	2093859
102224	Escherichia sp. MOD1-EC4550	2093861
102225	Escherichia sp. MOD1-EC1915	2093858
102229	Escherichia sp. MOD1-EC6842	2093899
102232	Escherichia sp. MOD1-EC6819	2093898
102233	Escherichia sp. MOD1-EC6163	2093896
102234	Escherichia sp. MOD1-EC6150	2093890
102235	Escherichia sp. MOD1-EC6147	2093888
102236	Escherichia sp. MOD1-EC6153	2093891
102237	Escherichia sp. MOD1-EC6098	2093884
102238	Escherichia sp. MOD1-EC6100	2093886
102239	Escherichia sp. MOD1-EC6096	2093882
102240	Escherichia sp. MOD1-EC5451	2093873
102242	Escherichia sp. MOD1-EC5495	2093876
102243	Escherichia sp. MOD1-EC5434	2093870
102244	Escherichia sp. MOD1-EC5433	2093869
102245	Escherichia sp. MOD1-EC5426	2093867
102246	Escherichia sp. MOD1-EC5189	2093864
102247	Escherichia sp. MOD1-EC4516	2093860
102248	Escherichia sp. MOD1-EC5110	2093863
102250	Aureitalea sp. RR4-38	2094025
102253	Shewanella sp. WE21	2029986
102265	Pseudomonas sp. MYb193	1827300
102267	Stenotrophomonas sp. MYb57	1827305
102269	Serratia sp. MYb239	2033438
102273	Mycolicibacter virginiensis	1795032
102275	Corynebacterium sp. J010B-136	2099401
102283	Rhodobacteraceae bacterium WD3A24	2086263
102284	Blastopirellula marina	124
102297	Massilia phosphatilytica	2026176
102302	Mycobacterium sp. ITM-2016-00318	2099693
102303	Mycobacterium sp. ITM-2016-00316	2099695
102304	Spiroplasma sp. ChiS	2099885
102305	Idiomarina sp. OT37-5b	2100422
102311	Neorhizobium sp. T7_12	2093832
102312	Neorhizobium sp. T6_25	2093833
102313	Neorhizobium sp. T25_27	2093831
102314	Neorhizobium huautlense	67774
102316	Neorhizobium alkalisoli	528178
102318	Neorhizobium sp. T25_13	2093830
102324	Neorhizobium tomejilense	2093828
102326	Paenibacillus sp. PCH8	2066524
102328	Paenibacillus sp. AR247	1631599
102336	Clostridium sp. MF28	1702238
102422	Lactobacillus sp. CBA3605	2099788
102423	Lactobacillus sp. CBA3606	2099789
102424	Microbacterium sp. YZYP518	2067812
102425	Microbacterium sp. YJYP303	2067568
102550	Methanohalophilus euhalobius	51203
102551	Paraburkholderia sp. BL21I4N1	1938801
102552	Defluviimonas denitrificans	404881
102553	Vibrionimonas magnilacihabitans	669455
102555	Abditibacterium utsteinense	1960156
102629	Bacillus sp. MYb78	1827288
102632	Bacillus sp. MYb209	1848605
102633	Ochrobactrum sp. MYb19	1848702
102634	Ochrobactrum sp. MYb71	1827297
102636	Ochrobactrum sp. MYb49	1848704
102637	Achromobacter sp. MYb9	1827284
102639	Paenibacillus sp. MYb63	1848709
102640	Brevundimonas sp. MYb31	1848616
102641	Microbacterium sp. MYb43	1848688
102642	Microbacterium sp. MYb40	1848687
102643	Brevundimonas sp. MYb27	2033726
102644	Arthrobacter sp. MYb229	1848602
102645	Arthrobacter sp. MYb227	1848601
102646	Arthrobacter sp. MYb224	1848600
102659	Solimicrobium silvestre	2099400
102660	Bacillus sp. MYb56	1827287
102661	Pantoea coffeiphila	1465635
102763	Cronobacter dublinensis	413497
102790	Pseudomonas sp. MYb187	1827299
102792	Ochrobactrum sp. MYb68	2042474
102793	Paenibacillus sp. MYb67	2033725
102796	Ochrobactrum sp. MYb18	1848701
102798	Ochrobactrum sp. MYb29	1848703
102799	Ochrobactrum sp. MYb15	1848700
102800	Ochrobactrum sp. MYb14	1848699
102801	Microbacterium sp. MYb72	1848693
102802	Microbacterium sp. MYb66	1848692
102803	Chryseobacterium sp. MYb7	1827290
102804	Microbacterium sp. MYb62	1848690
102805	Microbacterium sp. MYb64	1848691
102806	Microbacterium sp. MYb54	1848689
102807	Brevundimonas sp. MYb52	1848622
102808	Pseudomonas sp. MYb60	1848738
102809	Arthrobacter sp. MYb51	1848604
102810	Microbacterium sp. MYb50	1827295
102811	Brevundimonas sp. MYb46	1848620
102813	Microbacterium sp. MYb45	1827294
102814	Chryseobacterium culicis	680127
102815	Microbacterium sp. MYb32	1848685
102816	Brevundimonas sp. MYb33	1848617
102817	Pseudomonas sp. MYb3	1848735
102819	Arthrobacter sp. MYb23	1848603
102820	Microbacterium sp. MYb24	1848683
102821	Arthrobacter sp. MYb222	1848599
102822	Arthrobacter sp. MYb221	1848598
102823	Arthrobacter sp. MYb216	1848597
102824	Arthrobacter sp. MYb214	1848596
102826	Arthrobacter sp. MYb213	1848595
102827	Arthrobacter sp. MYb211	1848594
102828	Pseudomonas sp. MYb2	1848731
102829	Pseudomonas sp. MYb185	1848729
102832	Pseudomonas cedrina	651740
102834	Pseudomonas sp. MYb13	1848723
102838	Pseudomonas sp. MYb115	1848717
102839	Acinetobacter sp. MYb10	1827285
102850	Phyllobacterium sp. 1N-3	2100534
102851	Sphingobacterium haloxyli	2100533
102852	Phyllobacterium myrsinacearum	28101
102853	Sphingobacterium gobiense	1382456
102854	Malikia granosa	263067
102855	Malikia spinosa	86180
102879	Burkholderia sp. AU12872	2171707
102924	Streptomyces sp. ST5x	2100817
102925	Labrys okinawensis	346911
102932	Mycobacterium tuberculosis variant microti	1806
102934	Mycobacterium tuberculosis variant pinnipedii	194542
102935	Leucobacter massiliensis	1686285
103009	Roseobacter denitrificans	2434
103296	Pseudomonas sp. LLC-1	1812180
103335	Arcobacter sp. LMG 29976	2027466
103341	Bacillus sp. LLTC93	2108274
103349	Gordonia iterans	1004901
103350	Microbacterium sp. str. 'China'	2103230
103351	Alteromonas gracilis	1479524
103352	Bacillus urumqiensis	1548213
103353	Alteromonas sp. 190	2079529
103376	Staphylococcus aureus subsp. aureus USA300	367830
103377	Sphingopyxis sp. WS5A3p	2054227
103380	Lactobacillus timberlakei	2008380
103381	Lactobacillus micheneri	1899430
103382	Lactobacillus quenuiae	2008377
103383	Nonlabens agnitus	870484
103406	Bacillus sp. M21	1155617
103407	Enhygromyxa salina	215803
103409	Corynebacterium sp. 13CS0277	2071994
103411	Rosa chinensis	74649
103412	Brucella sp. BCCN 84-3	2025889
103417	Vibrio sp. V01_P9A10T6	2116368
103418	Actinocorallia populi	2079200
103419	Magnetospirillum gryphiswaldense MSR-1	431944
103420	Magnetospirillum gryphiswaldense	55518
103426	Clostridium vincentii	52704
103427	Moorella humiferrea	676965
103428	Clostridium liquoris	1289519
103429	Clostridium thermopalmarium DSM 5974	1121340
103430	Moorella stamsii	1266720
103431	Clostridium luticellarii	1691940
103516	Bacillus sp. NMCN1	2108536
103519	Bacillus sp. RJGP41	2108534
103520	Bacillus sp. NMCN6	2108535
103526	Fastidiosipila sanguinis	236753
103529	Victivallales bacterium CCUG 44730	2094242
103533	Bacteroides zoogleoformans	28119
103534	Bacillus sp. GBSC66	2108537
103535	Bacillus sp. NMCC46	2108538
103537	Bacteroides heparinolyticus	28113
103538	Bacillus sp. NMCC4	2108539
103539	Bacillus sp. LNXM65	2108540
103540	Haemophilus sp. oral taxon 036	712310
103541	Bacillus sp. MZGC1	2108543
103542	Bacillus sp. LNXM10	2108542
103543	Bacillus sp. GBSW19	2108545
103544	Bacillus sp. GBSW2	2108541
103545	Peptostreptococcaceae bacterium oral taxon 929	2081703
103546	Bacillus sp. CJCL2	2108546
103547	Bacillus sp. NMTD17	2108547
103549	Bacillus sp. YBWC18	2108548
103552	Capnocytophaga sp. oral taxon 864	1316593
103557	Mogibacterium diversum	114527
103563	Lachnospiraceae bacterium oral taxon 500	712991
103566	Capnocytophaga sp. oral taxon 878	1316596
103567	Dietzia sp. oral taxon 368	712270
103571	Actinomyces sp. oral taxon 897	2081702
103576	Cyclospora cayetanensis	88456
103644	Acinetobacter sp. AR_0276	1841507
103647	Escherichia sp. R14	2082628
103649	Escherichia sp. R16	2082630
103650	Escherichia sp. R12	2082626
103651	Escherichia sp. R10	2082624
103652	Escherichia sp. R6	2082621
103653	Escherichia sp. R9	2082623
103654	Escherichia sp. R7	2082622
103655	Escherichia sp. R1	2082616
103656	Escherichia sp. R19	2082633
103657	Escherichia sp. R20	2082634
103658	Escherichia sp. R18	2082632
103659	Escherichia sp. R17	2082631
103660	Escherichia sp. R15	2082629
103661	Escherichia sp. R13	2082627
103662	Escherichia sp. R11	2082625
103663	Escherichia sp. R5	2082620
103664	Escherichia sp. R4	2082619
103665	Escherichia sp. R3	2082618
103666	Escherichia sp. R2	2082617
103684	Actinopolyspora mortivallis	33906
103692	Cohnella sp. SGD-V74	1938751
103693	Muricauda pacifica	1080225
103695	Bacillus sp. V-88	1938744
103697	Pseudomonas sp. NFACC11-2	1566246
103698	Actinomadura viridilutea	58112
103699	Actinoplanes italicus	113567
103700	Albidovulum xiamenense	990712
103702	Paraburkholderia sp. BL18I3N2	1938799
103703	Salegentibacter salegens	143223
103704	Planifilum fimeticola	201975
103705	Nonomuraea fuscirosea	1291556
103706	Prauserella shujinwangii	1453103
103707	Martelella mediterranea	293089
103709	Pontibacter ummariensis	1610492
103710	Paraburkholderia sp. BL25I1N1	1938804
103711	Kineococcus rhizosphaerae	559628
103712	Pseudosporangium ferrugineum	439699
103713	Allonocardiopsis opalescens	1144618
103714	Paraburkholderia insulsa	1441714
103715	Epsilonproteobacteria bacterium SCGC AD-311-E16	1449181
103749	Umezawaea tangerina	84725
103750	Spirosoma oryzae	1469603
103752	Arcticibacter pallidicorallinus	1259464
103753	Tetrasphaera remsis	407159
103754	Geodermatophilus tzadiensis	1137988
103755	Halomonas songnenensis	1176243
103756	Glycomyces artemisiae	1076443
103759	Mongoliibacter ruber	1750599
103760	Marinilabilia salmonicolor	989
103761	beta proteobacterium MWH-P2sevCIIIb	323426
103762	Isoptericola halotolerans	300560
103763	Hasllibacter halocynthiae	595589
103764	Fibrobacter sp. UWRM	1945872
103765	Laceyella sediminis	573074
103766	Flavobacterium granuli	280093
103767	Nesterenkonia sandarakina	272918
103768	Pseudomonas sp. NFACC50-1	1566221
103769	Epibacterium scottomollicae	483013
103770	Antricoccus suffuscus	1629062
103771	Pseudoruegeria haliotis	1280846
103772	Glaciihabitans tibetensis	1266600
103773	Alkalibacterium olivapovliticus	99907
103775	Isoptericola sp. CG 20	1881052
103776	Donghicola tyrosinivorans	1652492
103788	filamentous cyanobacterium CCP2	2107700
103793	filamentous cyanobacterium Phorm 46	2107705
103794	filamentous cyanobacterium Phorm 6	2107706
103796	Merismopedia glauca CCAP 1448/3	1296344
103797	Leptolyngbya frigida ULC18	2107698
103799	Chroococcidiopsis cubana CCALA 043	2107689
103800	Chamaesiphon polymorphus CCALA 037	2107692
103802	Chlorogloea sp. CCALA 695	2107693
103803	Aphanothece cf. minutissima CCALA 015	2107695
103806	Pleurocapsa sp. CCALA 161	2107688
103807	Cyanosarcina cf. burmensis CCALA 770	2107697
103824	Bacillus sp. LNXM12-2	2109589
103825	Bacillus sp. LNXM12-1	2108544
103829	Pseudomonas sp. NFPP22	1566224
103834	Candidatus Pandoraea novymonadis	1808959
103836	Alsobacter sp. SH9	2109933
103856	Salinicola tamaricis	1771309
103864	Vibrio sp. V02_P2A34T13	1982231
103905	Marinobacter fuscus	2109942
103906	Marinobacter halophilus	1323740
103907	Marinobacter shengliensis	1389223
103908	Methylarcula marina	72022
